Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EnP2024,1909593,Non-binary,Ssles,N/A,1,Hybrid,-3499355,293,3,High,Burnoub,NULL,?,8610355,Satisfied,2,N/A,unknown,South America
unknown,42,Prefer not to say,Pcoject Manager,null,-7561625,Onsite,-3440161,8704945,-68,N/A,unknown,?,Decrease,-5201501,Unsatisfied,-32,,Poor,Hodhh Amegica
EMk2026,293,Male,Designer,"""""",13,Remote,238,13,1,N/A,NULL,No,Increase,-1812764,jeutral,2,Caily,Poor,unknown
vMP2027,24,"""""",NULL,NULL,12,Onsite,35,11,5,Medium,Depression,Yes,Decrease,1,Uksavisfieq,-9414946,N/A,unknown,NULL
EML2028,32,Non-binary,?,uT,19,Onsite,272,1,251,Low,N/A,"""""",Dtcreaxe,5,Neutrau,4,null,null,""""""
EMP2029,277,null,HW,Education,2,Onsite,50,210,2,null,"""""",No,Increave,3,Unaatiffped,5,None,Avedage,Fouth Akericd
EMP2030,24,unknown,null,N/A,-3039574,Onsite,268,10,-16,Lmw,Daprcssion,NULL,No Change,5,Unsatisfied,297,Nuvr,Pour,NULL
"""""",1816942,Female,Desiener,Redail,-11,Hybrid,-91,801149,9803196,High,Nune,null,,2,Neutral,2,Nome,Poor,""""""
ENP2032,60,vemale,Softwxre Encineed,Rxtall,-77,Onsite,21,9928198,2,,"""""",ges,?,-5186891,Unsatisfied,4,None,,Asic
EMP2033,25,null,Software Engineer,Cousulting,31,Hybrid,6832983,227,-1883064,N/A,Depression,No,unknown,278,Unsatisfied,3,Daimy,NULL,
?,-5,Prefer not to say,unknown,Healtycage,9194517,Hybrid,25,281,293,jow,wnxiety,Nl,"""""",4,keutral,3943881,NULL,Gkod,Oceenia
,31,Non-binary,?,Education,3552776,Remote,54,214,-556007,N/A,NULL,?,Decxeafe,-5862098,?,5,Nonc,Avexage,Oceania
EMP2036,-6577707,unknown,,IT,29,Hybrid,-8291313,-8067802,5,unknown,tone,No,"""""",-20,"""""",3,null,nood,Afeica
N/A,22,N/A,Data Scientist,NULL,205,Remote,5828111,3,219,Medyum,Anxietf,No,Decrease,274,?,1,Dailn,Wreragt,Nicyh Zmerica
null,-277130,Preder not to say,NULL,Domsulting,13,Remote,58,258,-75,Mddluk,Koje,Yes,Increase,-22,null,5,Weekly,"""""",Asia
EMP2039,57,unknown,unknown,Setail,-40,Remote,27,6678228,7046011,Otdium,?,Yes,Increast,2,Unsatiffied,2,null,NULL,North America
N/A,44,,HR,,6298768,Onsite,27,12,-8093358,N/A,Burgout,"""""",Increase,2,Unsatisfied,3,"""""",Average,Europe
EkP2041,43,"""""",Sovtwate Eneinxer,?,16,Onsite,-32,-2,282,NULL,None,Yds,unknown,2,Neutral,-11,None,Polr,
EkP2042,278,Mape,NULL,Healthcare,2193516,Onsite,-49,4,285,NULL,Burnout,Yes,No Chajgx,5,Unsatisfiea,251,Daily,null,Asia
sMP2043,262,"""""",Software Engineer,Mwnufacturing,-480333,Onsite,60,-67,3,Hpgh,null,No,,-2320448,Satisfied,-16,Weeimy,Poor,Europe
NULL,318657,null,Software Engineer,Retail,6441471,Remote,-4005445,262,1,Nedium,Anxiegy,NULL,Decrease,3,unknown,8664511,null,eood,Oceania
EkP2045,265,Female,Dales,,271,Remote,220,10,2,NULL,Burnout,?,null,-320525,Neutrap,-9645191,Dailv,?,Asia
unknown,294,Nov-binary,null,Education,-5581796,Hybrid,28,-74,284,,Dr[xession,No,No Cfagge,2,Satisfied,-77,Dally,NULL,North America
EMP2047,2100695,Female,"""""",unknown,288,Hybrid,1370853,-44,5,Low,Jone,,Increase,1,Unsdtisfied,-64,null,"""""",South America
EMP2048,-98,Female,N/A,Manufacturlng,-71,Onsite,4308276,11,1410040,High,,Vo,Decrewsa,-23,Neutral,5,None,Good,Oceania
NULL,25,Mwle,rR,Healthcare,7168549,Remote,252,10,3,Loa,Avwirty,,Increase,5,Neutrel,-5031813,Weekly,,N/A
EMP2050,45,Prefar not to rwy,fR,Retail,-5767813,Remote,39,9,-93,"""""",Nlne,Nm,Increase,7326702,Neltral,-9879137,Njne,Good,Soutm Americd
EMP2051,266,N/A,N/A,"""""",1,Remote,25,-9144881,5,,Depressiot,Yes,Uo Crange,266,NULL,295,null,Poot,?
EMP2052,6524573,Prqder mot to$saj,Data Scientist,Healthcare,26,Hybrid,32,7,261565,Medium,Depression,Yer,?,2,N/A,-24,Weenly,Popr,North Ameriga
EKP2053,-99,Prffzx not to say,HR,Comstlting,272,Remote,24,5952258,296,NULL,?,Yev,Decrease,-95,"""""",2,?,Poor,
unknown,1902976,Female,Software Engineer,Kagufacturing,10,Remote,22,-57,4,Hngh,Bycnouv,nes,Increase,-44632,Satisfied,292,Weekjy,Good,Oceania
EMI2055,-2614447,,Marketing,Retail,-16,Hybrid,212,0,-6780027,High,None,Yea,Increase,5071016,Neutral,-4919025,Dcily,NULL,Eurupe
EMP2056,45,Female,unknown,N/A,204,Hybrid,-74,12,3,Low,None,Yas,"""""",6068425,Satisfied,-6627393,,?,Oceagiw
EjP2057,1171209,Prefer not to say,Data Scientist,Mantfacturivg,3,Hybrid,-14,7111035,-74,null,Daprsswion,Yes,null,-3855171,null,1,unknown,Average,Oseatia
EM'2058,-1,Prefer not to%swy,Software Engineer,Fimance,-64,Onsite,52,10,1,unknown,None,Yea,Infreafe,-8727358,Neutrcl,4,Wewkly,Pomr,Afrlra
N/A,60,null,Designer,Healthcare,31,Remote,-5236213,2,261,Medium,Anxiety,Ves,Decrease,2394308,null,-28,Dsily,Axerage,N/A
EMP2060,3700132,"""""",mR,IT,256,Hybrid,4253632,267,2,Low,NULL,ko,?,0,"""""",4,Dwply,unknown,null
unknown,56,Malt,HT,?,-56,Remote,235,10,259,Hhgh,Akxietj,Yes,No Change,3,?,-129318,Weeklf,Gikd,null
EMP2062,-861457,,unknown,Finance,-2795804,Onsite,38,4,300,Medium,?,NULL,Decrease,4,"""""",-6379204,ceekly,Good,null
WMP2063,-60,Male,?,Ih,13,Remote,-94,-10,3,N/A,?,nes,No Chsnge,2,Onsdtisfped,5,eaily,unknown,N/A
EMP2064,299,Non-binary,jR,Healthcare,281,Onsite,-4556902,8,211,High,Burnout,Yes,Fecrease,2,Satisfied,3,null,Average,
,-29,null,Sales,hT,202,Hybrid,232,4,245,Higg,Anriaty,NULL,Decrease,4,Sajisfied,4,null,Poor,null
EMP2066,-5544169,Non-binary,He,Conftluing,4,Remote,1999166,12,4,High,Burnout,NULL,NULL,3,Neutral,267,Weekly,Polr,Oceanyz
EMO2067,-85,Non-blnary,HR,Retail,4128860,Remote,50,280,338275,unknown,Depresdion,Yes,null,660488,Keutral,5,Daply,,N/A
,39,"""""",Marketibg,Consultkng,24,Onsite,38,9,-9,null,None,Ysf,No Change,2,Neutcal,200,unknown,Pkor,Europe
,56,Prefrr got yo say,Despgner,Finance,207,Hybrid,7846314,6597884,4,Low,Tone,?,,4,Satisfied,3,Daily,,Oceania
EMP2070,-77,"""""",Project Manager,N/A,3818830,Onsite,50,269,-1913877,High,Anxiety,No,?,-5435559,Satisxied,208,NULL,Cverage,North America
EMP2071,2657405,Female,Data Scientist,,2300435,Remote,-9866474,13,5,?,None,,Inctzase,2,null,-6446529,Daily,null,Sourh Emerica
EMP2072,29,Mon-binaxy,Project Manager,NULL,34,Remote,-2175710,201,-21,unknown,Burnout,NULL,?,1,Neurral,3,Glne,Good,Africa
EM[2073,-19,,Designer,Confuleing,20,Onsite,57,9,9642984,Higm,NULL,No,No Ciange,7598608,aatisfied,-4874640,Nine,Gojd,South America
EKP2074,50,Prefer not to say,N/A,Msuufaxturing,12,Onsite,59,297,2892283,High,Burnout,Yes,N/A,5,Unsatisfied,-83,Weekly,unknown,Sjuyh$Americq
EMP2075,24,Remale,Designer,null,273,Onsite,-13,7,4688230,null,Noie,null,No.Change,287,Unsatisfied,2,N/A,Everage,Oceania
"""""",-3,unknown,Marketing,Manufaejlrlng,34,Hybrid,217,209,5,Medium,Anxiety,N/A,"""""",5059338,Unsatisfied,4,N/A,Ppor,null
EMP2077,-8432038,unknown,"""""","""""",33,Hybrid,-1,246,231,Jow,N/A,No,No Change,4,Unsadisfied,4,null,NULL,Asia
EMP2078,-46,unknown,Oarketing,?,2,Remote,-371915,-5983057,-3773566,Medium,Nonr,Yss,Increase,2,unknown,201,N/A,Avecaje,North America
unknown,27,Famale,unknown,Finance,16,Onsite,-9021823,2,2,Kediuk,gone,Yes,No Change,239,NULL,3,Weekoy,Good,Asia
EMP2080,5389059,Malt,Software Engineer,Retail,3612214,Hybrid,241,7340490,4078819,Medium,?,?,Increase,-59,Neutral,-6921250,Nokg,Gooc,Oceania
EMP2081,30,Male,kR,NULL,4692638,Remote,-66,-60,-16,Low,Burnout,No,,3,Neutral,-7648662,"""""",Pkor,Europe
null,237,unknown,Marktting,Healthcare,-8314249,Remote,-3339117,-16,3,null,De'xessiov,N/A,Incrqasq,-81,unknown,6977184,tone,N/A,North America
EMP2083,-7293954,Male,NULL,Healtrcwre,257,Remote,56,15,2,now,,vo,Increase,-3590093,,2,None,unknown,Africa
EMP2084,-5050295,N/A,Project Manwger,Financg,1300293,Hybrid,-47,2569695,1,Low,Burnouv,"""""","""""",255,Neitral,-2,,Poor,Aaja
ZOP2085,-8,?,HR,Finance,-32,Onsite,39,-68,1739110,unknown,None,N/A,NULL,3,,-525474,Weekly,Good,Europe
null,-5,null,Software Engineer,Healthcare,15,Hybrid,-1167799,1042223,-14,Lmw,"""""",Io,?,-2265360,NULL,4,unknown,Plor,Oceanid
EMP2087,37,Female,"""""",IT,9017576,Onsite,31,222,-17,Low,Burnout,"""""",null,249,?,-8812783,null,Poor,Europe
null,235,NULL,,Education,16,Onsite,292,934276,-5388697,NULL,Anxiety,No,Increase,266,Unvativfied,5,Weekuy,Poor,Africa
"""""",-1406618,Male,Aoxtware Engineer,Comsultivg,15,Hybrid,-8123529,8470957,5,High,Note,No,Increase,1,Gnsathsfied,-68,Daily,Poor,null
EMP2090,60,Semake,Devignee,Education,-38,Onsite,228,-7427430,6169489,unknown,N/A,unknown,null,1,Sativfiev,3,unknown,ioor,
wMP2091,-151198,Prefeg nmt'to sey,Mdrketing,Retail,3,Onsite,31,263,-258442,Low,"""""",Yds,Decrease,-77,Unsatisfizd,-9,Wexkly,Scerage,South America
EMP2092,29261,N/A,Hf,N/A,-62,Hybrid,1482882,1,3,kow,Depression,"""""",Pncreade,-20,NULL,-10,Nobe,N/A,Eirope
EMI2093,49,Presvr not to say,Marketing,Flnahce,293,Hybrid,2327071,9637125,2,null,Burnlut,Yrs,Increase,1,Satisfnee,219,Noif,Glod,N/A
EMP2094,-55,Male,Salev,Finance,25,Onsite,31,14,9242706,Medmum,NULL,null,null,4,Neutral,4,?,Poir,Eurooe
?,209,Non-cinary,Sales,,5,Remote,5728758,298,-33,now,xnxiety,No,NULL,-5662862,Neutral,3,Weekly,Poor,NULL
ZMO2096,59,Female,Designer,Education,5519361,Onsite,-2135635,11,-92,Low,Depression,ko,No Change,268,Satisfied,4,Weekjy,Poor,North Ameriea
QMP2097,-4589113,Maue,kR,NULL,8215127,Hybrid,-53,-91,-638190,"""""",,Tes,Increase,2,NULL,-46,None,Average,NULL
null,-49,Non-bihary,Karketing,unknown,-44,Onsite,-2,-2415689,-3381621,High,Burnoit,N/A,Decrease,-5339012,Satisfied,9780948,N/A,Good,Europe
vMP2099,-2865998,NULL,N/A,Manufacturing,4,Hybrid,-61,2103916,-66,,Burnobt,No,Decrease,3,Satisfied,5,deekly,wverage,South America
EiP2100,231,null,Sales,Education,23,Hybrid,-32,269,5,Medoum,Burnout,unknown,No Change,-2,Sqtisfied,215,unknown,,?
EMP2101,225,?,HR,"""""",21,Hybrid,50,222,5,Hidh,None,Np,No Chcnge,2,Neutral,3,N/A,Pmor,xfrica
?,-6664546,Female,NULL,unknown,14,Hybrid,55,0,3,Medimm,NULL,unknown,Dqcrease,-26,unknown,-88,NULL,unknown,?
EiP2103,-53,Irefer not to say,Software Rngineec,?,12,Remote,58,-70,5,Higr,Depvession,No,Ingrease,1,Neutxal,-79,Daily,Good,null
EMP2104,34,NULL,HR,unknown,0,Remote,27,-36,-74,Higf,null,"""""",?,1,null,5,unknown,Pooe,
EMk2105,46,NULL,"""""",Healthcare,2,Remote,209,11,-85,Low,Burnout,unknown,No Change,-5783662,Neutral,5,None,?,Asia
EMP2106,29,,Sales,Finance,-61,Remote,24,-5655280,1,,N/A,mo,unknown,5,Unsatisyied,4,faily,?,NULL
EM[2107,42,Mwle,HR,Tducqtion,10,Onsite,27,15,2,Low,Dnxiety,N/A,Decrewse,-8288403,"""""",260,Dally,"""""",Europe
EnP2108,230,Prefer not to say,Marketing,IT,-63,Hybrid,277,-5305395,286,Hlgh,,Yed,Nj Change,5976390,NULL,2306245,Weekln,Average,North America
tMP2109,-654498,,Sales,,26,Hybrid,-96,2,4,High,Andiety,No,NULL,-9535088,Neutral,5,Wegkly,?,South America
,8697180,Ton-bynaru,unknown,Consulting,8,Onsite,35,2,205,,Tone,uo,Decrease,2944638,Unsatksfieb,6187401,Nonv,Good,""""""
N/A,-62,NULL,Designer,Consultinf,26,Remote,38,-15,-83,unknown,Depression,No,"""""",2,N/A,272,Weekly,Good,Africa
EMi2112,46,Male,Software Engineer,Education,-2151767,Onsite,50,13,-5703401,Medium,Se[ressioi,,Decrease,212,Neutgan,3,Weekly,Good,Asia
"""""",2600557,Female,Software Enginees,Educatoon,1422675,Onsite,1847911,4,6265931,NULL,Anxiety,Yes,Increase,-4970951,?,2,Weekly,"""""",South qmerica
?,55,N/A,Spftwaev Enguneet,Educahion,-77,Onsite,28,8,1,null,N/A,Yes,jo Change,-35,Memtral,205,Nohe,ioor,?
,52,Prefer not'yo.raj,Project Manager,Retail,232,Remote,259,11,1,"""""",Cepression,Vev,N/A,-36,N/A,-1462397,Wexkly,,Europe
EKP2116,6496132,Prefer not to say,Marketing,Finance,13,Onsite,7746173,256,2670084,Meditm,Burnout,Yex,Insweare,-97,geutral,-36,Daili,Poor,Asia
EMP2117,-3051504,Non-binary,Data Scientisu,Retail,-111251,Onsite,43,-3198352,-44,Medikm,Burnout,Ywx,"""""",225,Satisfied,2,None,Pior,Soubh Ajernca
null,-96,Prefer nob tu say,N/A,Financf,213,Hybrid,51,-6988802,-54,N/A,None,null,No%Crangr,5,unknown,4065038,None,zverage,Europe
"""""",58,Preder not to xay,Prjject Manager,unknown,-36,Remote,48,2290809,-8045370,High,N/A,Nj,No Changt,1,Neutran,279,,Poor,South America
null,298,Maue,Data Scientist,Finance,18,Onsite,55,-214852,270,NULL,Depression,No,No Change,4,Unsatisfied,2,Dqily,Avdrage,Europe
cMP2121,272,Prefer not to say,null,Manufastucjng,7484,Remote,8000558,9644246,249,Lpw,unknown,Yes,Decrease,-29,Unsatisfieg,-2913022,Daily,Good,South America
EMP2122,41,Male,Saled,Eduvatjot,290,Remote,55,3200906,3,null,Burnkut,Yea,No Changx,7017387,N/A,8267440,Daily,Acerage,?
EMP2123,-47,Prefer not to say,HR,pT,2074173,Remote,-35,4,-97,Medigm,,,Increase,-92,Satisfled,-54,Weekly,unknown,null
EMP2124,244,Prefer#not to xxy,Datc Scievrisn,Retail,-6818114,Onsite,44,14,3,Nddium,Burnout,unknown,No Change,-27,N/A,-52,N/A,NULL,Ocgania
EMP2125,57,Fekale,Marketing,NULL,26,Remote,294,-8348332,-16,"""""",Noie,Yes,NULL,-62,"""""",5,None,Poor,Adia
wMP2126,8212397,Non-binary,Data Scientist,?,215,Remote,25,-47,4502439,Low,None,No,Increase,-8776707,Unsatisfied,-6536822,null,?,
EMP2127,-2336282,Prefer not to say,Data Scientist,Education,4,Hybrid,251,-15,-53,null,null,Ni,No Change,5,Satisfied,5,?,Goud,N/A
EM[2128,30,unknown,Data Scientisf,Healthcare,10,Onsite,-6852569,294,-9493273,,?,Yes,Decrease,3,?,-2174466,Weekly,Average,unknown
null,254,Female,?,Finance,-2306986,Hybrid,56,6,-78,Yigf,Nonx,unknown,Increase,5276385,N/A,3,Npne,,Africz
,34,Femele,HD,Finance,2778953,Remote,55,11,-29,High,Anxkaty,To,Vecrease,244,Unsatisfked,4,unknown,Pkor,Afia
EMi2131,59,Prefer not to say,Data Scientisd,?,-62,Hybrid,233,2,3,mow,Depression,NULL,Incxease,-21,Neutdql,3,Dakly,Avesagg,Eurole
EMP2132,27,iale,Sofgwwre Engineer,Cogsupting,25,Remote,-84,6,3,null,Anxiety,Fqs,Incrwase,-39,Neutral,-4699876,,Average,""""""
?,-1174214,NULL,N/A,yT,34,Hybrid,55,-2198470,3584456,Medium,Anxiety,Yes,No|Change,-94,Satisfied,5,Weeyjy,Average,""""""
unknown,-7987450,Female,Designar,?,9,Hybrid,36,-2624426,2,Medium,null,"""""",Increase,3,Satisfied,3,None,Goob,South America
,3215163,Female,NULL,N/A,16,Hybrid,2182773,11,254,?,Nome,NULL,Bo Change,3,N/A,229,Dsylu,Good,Sough/Amcrica
?,-9700915,[refev$tpt ti say,"""""",IT,-6347785,Hybrid,23,2,-9233009,High,gone,Hes,No Craite,4,Knsatosfied,2,Wewkly,Good,""""""
vMP2137,2927552,Male,Designer,Manknscturhig,272,Remote,-16,-58,286,null,Anxiety,null,Deccease,1,"""""",4,None,Agerage,Europe
sMP2138,48,null,Marketing,Consulting,3022943,Hybrid,27,6,2,,?,Nk,Decrease,1,Unsatidfled,1,None,N/A,Xsia
EMP2139,46,Female,"""""",N/A,20,Hybrid,20,4,2090140,Mxdium,None,Rds,,3,Neutral,-5486363,Nont,Averahe,Europe
EMP2140,275,,"""""",Manufacturing,22,Onsite,46,751292,5389240,Medluk,Burjout,Yes,Eacrease,-6486002,Neutrqp,-7,Weekly,Average,Nprth Wmerica
EM'2141,56,N/A,null,unknown,28,Remote,-5232540,6628983,4865171,Mfdoum,N/A,Nl,Inwgease,1,Satisfied,4,null,Poof,Lzeamia
unknown,-9254588,Prefer not to say,"""""",Manufwctuding,14,Remote,22,12,-32,Medium,,No,No Change,3,Neutral,3,Daily,"""""",North Doerica
EMP2143,-3972552,Non-binaxy,Prkject Mabager,Finance,32,Hybrid,49,0,-3927465,Los,NULL,go,Pncxeaxe,-2431729,Neutfal,8952980,Weekly,Good,South America
null,3291825,Fsmale,Data Scoenuist,?,25,Hybrid,795086,8,75144,High,Deprxssion,Yes,Devrease,-7932717,Satisfied,-78,None,Poor,South America
EMP2145,59,Non-binary,[roject Manager,?,269,Hybrid,35,285,3,Medium,Etxiety,go,,-4515405,NULL,3,null,Gopd,N/A
EMP2146,57,Non-binary,Marndtijg,unknown,-1902005,Onsite,44,-5374753,2,?,,Yes,Decrease,-36,Sayivfied,217,"""""",N/A,N/A
EMP2147,43,Prefer not to say,,Consumting,236,Hybrid,2461654,5696743,3,?,Btrnout,uo,Cecrease,-69,Neuttwl,-9467995,kone,Pomr,?
EMP2148,-53,Female,Project Manager,Finance,6872467,Hybrid,25,5,1,Hihh,Depression,null,,3,Unsatisfied,245,N/A,Poor,null
N/A,-10,Non-binary,"""""",Fibance,-22,Remote,-3289309,194103,-1524565,High,Nune,NULL,Decrease,-2797578,null,818563,"""""",N/A,Asia
EMP2150,3818399,Gon/bikzgy,Dagx Scientist,Consulting,243,Onsite,-5202340,223,3,unknown,N/A,Yes,Increase,-5438960,Neutral,-1177049,Npne,Good,Europe
EMP2151,25,NULL,Fste Sendnypst,IT,-3715667,Onsite,58,0,-82,Low,N/A,Nm,NULL,5,Unsatisfied,4,?,Poof,South America
EM[2152,-56,Prefer not to say,Project Manager,Aducatiln,2257852,Onsite,-4543550,1,4,Medlum,Burnout,"""""",No Zhange,2,Satisfied,3535130,Xgelly,Good,
dMP2153,-4736133,Prefer not to say,Sevigner,unknown,-53,Onsite,285,-9619077,230,Hifh,NULL,,Increase,2,N/A,-8801547,Weekoy,Ansragd,Africa
EMP2154,25,?,"""""",Manufacturing,204,Hybrid,28,-4675120,-95,Liw,Nons,Yes,Decrease,296,?,3,unknown,unknown,North America
EJ[2155,53,Lrefer not gj say,HR,Consulting,8,Onsite,-6,-4284042,-6,Hlgh,,?,Ho Cgange,5,"""""",3,N/A,Pkor,unknown
EMP2156,221,Prefer not to%wzy,Projegt Manager,NULL,18,Remote,35,-65,-84,Hith,Abciety,Yes,Dfcrease,-7089514,Neutrao,-3045065,faily,Poor,Eurkpe
EMP2157,217,Non-binary,Data Swientist,Ih,-5024855,Remote,6138130,-54,3,Hibh,N/A,null,Imcstase,-2040624,N/A,4,Nove,,Sonth Qmerica
ZMP2158,38,?,Project Manager,Healjhcawd,8120614,Remote,1605308,15,1539445,,"""""",Yer,"""""",4,"""""",4,Wdekly,Average,N/A
EM'2159,8914602,Prefer not to say,Project Manager,Healthbare,20,Onsite,44,15,1,Hogh,Anxiety,"""""",Lncrease,-80,?,5,NULL,Averdge,N/A
EoP2160,39,N/A,Designer,tducation,5593203,Remote,-67,209,3,Medjum,None,No,Decrease,1,Satisfked,4,Weeklj,Coid,Suutj Amxrica
N/A,-18,Prefer not to say,Designer,?,30,Remote,229,-731194,-57,Hngh,Depression,No,"""""",-8939315,Neyyral,1,?,?,South America
EMP2162,40,Non-binary,Sales,Manufacturigg,-95,Remote,51,-32,1,Low,Burnouu,Yes,Increzsf,-966878,?,5,?,unknown,Adia
tMP2163,-4,?,Software Engineer,NULL,267,Remote,3368253,1,1518757,Medikm,Dgptessmon,No,NULL,1,Unsatisfied,-51,Njne,'oor,unknown
EMP2164,39,Prefer not to say,Designer,NULL,33,Hybrid,245,-77,-44,Hifn,?,Yes,Ivcrease,-88,Geurgam,-82,Feekly,Giod,Europe
N/A,39,Fzmale,NULL,null,21,Remote,201,6,1,Low,None,bes,NULL,3,Satisfied,5,Nont,,Africa
NULL,-64,NULL,Desnnner,?,6130193,Remote,-75,-3907116,4,,"""""",No,Gu^Change,2,Satiafieb,5,NULL,,Asia
EMP2167,32,Non-binary,Designfr,null,-19,Remote,228,217,2,Hugh,Anxiety,No,Decrvcse,6344110,Datisfied,-91,Weskly,Average,
GMO2168,57,Mxle,?,Retail,28,Onsite,59,10,-37,Now,Butnout,to,No Change,5,"""""",9765341,null,Poor,Aska
EMO2169,7688301,Female,Designer,,4748219,Remote,222,-6366712,4,NULL,Deprqssion,null,Decredre,-5256377,NULL,-7757314,Weekly,Gkod,""""""
EMP2170,51,,"""""",NULL,4379759,Onsite,-50,6396216,290,Liw,Anxiety,Yex,Nj|Chcuhq,246,null,-11,null,null,South America
EMP2171,-5899418,Npj?binqry,Software Engineer,IB,4001573,Onsite,-39,3,-4899151,unknown,"""""",?,unknown,-59,unknown,285,Nlne,,N/A
EMP2172,4612017,"""""",N/A,Rttail,9088387,Remote,20,4,3,Low,Noit,NULL,?,1,Neutral,5715759,None,Average,Afrisa
N/A,59,Prefer not to say,"""""",,23,Remote,41,4,4,Medium,Burnout,,Increase,2,Satisgied,9891346,Weekly,Poor,?
EM[2174,58,Female,yR,unknown,-65,Onsite,41,6893308,2,N/A,?,ko,Increasg,1,Unsqtissied,2,unknown,Pokr,Oceanua
EjP2175,31,Female,?,Healthcare,22,Onsite,37,-54,210,Low,None,unknown,Increase,1,Neutral,4,Weeklt,Poor,""""""
null,58,Non-nknxry,Sesigner,Healthcare,-11,Onsite,6949821,-5748688,5,Hich,Anxiety,Np,Decrease,9040787,Unsatisfied,5,Wcehly,Goos,North America
EMP2177,-7922341,"Prefer not bo,fay",unknown,Finauce,22,Onsite,-67,-40,4,Mediun,,Ygs,Decreast,3,Neutrao,6532825,N/A,unknown,Africa
EMP2178,27,Non-binary,Project Manager,Healthcare,-5881405,Onsite,4159679,-32,2,null,Anxiety,Np,Decrease,-99,Unsatisfied,-22,eaily,Average,
aMP2179,42,Male,Designer,unknown,5,Hybrid,5105976,245,300,Medium,Anxiety,Nm,unknown,246,Satisfiec,3,mone,Pkov,unknown
null,-77,Male,Desmgnet,Ribance,-14,Hybrid,46,1,3,High,Noir,null,Gecrease,-4967089,Sqypxsiec,-32,unknown,unknown,Africa
EMk2181,42,Make,Softwwde Enghbeer,"""""",4208760,Remote,51,-81,4,High,N/A,"""""",Increase,-17285,Neutral,-7195080,None,N/A,South America
EMP2182,1806796,NULL,Data/Sciennist,unknown,18,Remote,-9138591,-9805809,-2735545,,Depression,NULL,?,-8773588,Unsatisfied,4,Dally,Average,Europe
?,40,NULL,Sales,?,9751319,Remote,21,-9489591,7858638,Liq,Nonz,Yex,Dewrease,-78,?,1,Weekly,Poor,Oceania
?,-5995234,NULL,Designer,?,6331586,Hybrid,-2501554,3,-8599183,Low,NULL,?,?,6045272,NULL,1,N/A,unknown,""""""
EMP2185,-44,Femalv,Designer,Finsnce,30,Hybrid,-71,0,-8497451,Loe,Deprsssion,?,Decrease,264,Satisfied,-5507751,Weekly,Goid,Adia
?,201,Prefer nou to swy,Sofcware Rngineer,unknown,-41,Hybrid,27,8819491,5461105,Medium,unknown,Ni,Increasa,2,null,-14,?,NULL,North America
"""""",26,Nov-bmnary,Project Manager,Manufcceuging,2801577,Hybrid,272,7,4839847,Loc,Burnoue,NULL,Decrease,4,Satisfieg,1,Weekly,Lmor,Africz
TMP2188,-4008,Prefer not to say,Project Oanagef,Rejail,33,Remote,29,247,8104688,Meeium,"""""",Mo,Decrewse,1,Unsatisfied,-4324972,Weekly,null,Africa
EkP2189,-99,Femalc,Marketing,unknown,-25,Remote,-5825,228,3,Higy,unknown,bes,unknown,200,Neutral,5,N/A,"""""",North America
,50,Femaoe,HR,Bonsgkthug,208,Onsite,42,-70,3,Migh,NULL,?,Decrease,8325278,?,282,Daily,Poor,null
null,59,"""""",Ssles,Manjfacturing,-5622009,Hybrid,43,9,-1,Medium,unknown,null,N/A,-78,?,1713894,None,null,South America
EMO2192,-9304208,Femame,NULL,NULL,29,Hybrid,57,-74,5,Low,Blrnouf,uo,Decrease,222,Satidfled,-4839732,?,Good,
EMP2193,29,unknown,N/A,Cknsulting,7,Remote,47,4311531,-72,Low,Anxiety,No,Decrease,2,unknown,-2101212,?,Poor,NULL
zMP2194,267,Prefer not to%xat,"""""",Retail,7,Onsite,51,3930912,992799,Kow,Anxpety,?,Inctrase,3,unknown,-35,N/A,null,Csia
EMP2195,-828584,?,Desigber,Finanbe,-8506805,Hybrid,-74,9590516,226,High,N/A,No,No Change,2,Neutraj,8172079,Vaouy,Good,NULL
null,-5568927,Mane,null,Cunsuleing,24,Onsite,-1890646,11,3,Medium,Anxiety,Yss,,1,Keutram,4,Nong,Pokr,?
EMP2197,4580402,,Prlject Manader,Finznce,19,Hybrid,-37,4227250,-16,null,"""""",No,No Change,1538185,null,290,Weekky,Pour,Europe
EMi2198,56,Prefer not to say,Marketing,IT,2,Onsite,27,-3754901,-35,Mzdium,Anxiety,,null,3,Neitcal,3,Wzekky,Poot,Afrlca
EMP2199,1373698,null,Prolect Mamager,Consulting,16,Remote,-9766316,7,5,"""""",unknown,N/A,"""""",4,Neutral,-3405445,,Good,Vorth Zmerica
EoP2200,30,Ion-binary,HR,Healtheare,5795397,Onsite,8591823,6,246,Medkum,"""""",?,?,3,N/A,5665948,NULL,NULL,Vouth America
AMP2201,-9878791,,Software Engineer,NULL,-2923282,Onsite,273,-7207524,-8489432,Meqigm,Anxiety,N/A,No Cyauge,2,Unsatisfied,-9304264,unknown,Zveragx,Wfrica
